id,short_code,name,type,description_main,description_only_numbers1151M390060,part_number_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,part_number_manufacturer_metalmate,webpage_manufacturer_metalmate,price_current,name_manufacturer_metalmate
packaging_takeaway_container_circle_670_ml_105_mm_diameter_100_mm_height_tamper_evident_systempak_254,,Packaging Takeaway Container Circle 670 Ml 105 mm Diameter 100 mm Height Tamper Evident Systempak 254,takeaway_container_circle,105_mm_diameter_100_mm_height_tamper_evident,,,,,,,
project_github_oomlout_oomlout_oobb_packaging_takeaway_containe_base_8_width_7_height_15_mm_depth,,Project Github Oomlout Oomlout Oobb Packaging Takeaway Containe Base 8 Width 7 Height 15 mm Depth,github,base_8_width_7_height_15_mm_depth,,,,,,,
